review_id,product_id,customer_id,rating,review_date,review_text
497,137,1768,2,2024-07-22,Poor
498,157,1902,1,2024-01-04,Terrible
499,137,1485,1,2024-10-13,Terrible
500,184,1744,5,2024-02-15,Excellent
501,125,1115,4,2024-12-01,Good
502,126,1898,5,2024-09-12,Excellent
503,199,1419,5,2024-05-07,Excellent
504,143,1947,2,2024-06-14,Poor
505,176,1618,4,2024-04-18,Good
506,132,1058,2,2024-04-23,Poor
507,128,1688,1,2024-04-11,Terrible
508,111,1940,2,2024-09-22,Poor
509,119,1131,2,2024-05-09,Poor
510,164,1531,5,2024-05-19,Excellent
511,179,1669,3,2024-05-13,Average
512,179,1450,4,2024-02-09,Good
513,150,1898,1,2024-03-07,Terrible
514,117,1525,1,2024-12-01,Terrible
515,144,1494,3,2024-05-11,Average
516,178,1504,2,2024-06-05,Poor
517,135,1242,4,2024-11-10,Good
518,165,1031,2,2024-08-03,Poor
519,157,1642,3,2024-07-27,Average
520,185,1551,4,2024-08-21,Good
521,112,1290,1,2024-11-10,Terrible
522,104,1897,3,2024-09-02,Average
523,155,1066,4,2024-05-14,Good
524,116,1743,3,2024-05-16,Average
525,112,1922,5,2024-03-26,Excellent
526,197,1094,1,2024-08-09,Terrible
527,194,1874,2,2024-04-11,Poor
528,112,1128,5,2024-06-19,Excellent
529,154,1864,5,2024-01-05,Excellent
530,137,1035,4,2024-06-18,Good
531,199,1287,5,2024-05-31,Excellent
532,126,1438,5,2024-05-16,Excellent
533,129,1252,4,2024-04-16,Good
534,198,1685,2,2024-01-08,Poor
535,128,1297,3,2024-01-02,Average
536,125,1550,4,2024-03-30,Good
537,166,1607,4,2024-11-16,Good
538,169,1235,1,2024-06-06,Terrible
539,199,1993,5,2024-01-17,Excellent
540,193,1324,1,2024-01-05,Terrible
541,122,1989,2,2024-07-26,Poor
542,143,1371,5,2024-10-03,Excellent
543,134,1048,5,2024-10-12,Excellent
544,137,1023,2,2024-08-26,Poor
545,101,1870,2,2024-09-30,Poor
546,193,1699,4,2024-05-23,Good
547,159,1151,5,2024-11-12,Excellent
548,141,1476,5,2024-10-03,Excellent
549,187,1184,3,2024-10-06,Average
550,156,1637,5,2024-11-24,Excellent
551,171,1678,5,2024-05-04,Excellent
552,115,1955,3,2024-09-15,Average
553,133,1979,4,2024-03-10,Good
554,112,1914,1,2024-11-07,Terrible
555,149,1126,1,2024-04-13,Terrible
556,162,1306,1,2024-08-18,Terrible
557,108,1104,4,2024-03-13,Good
558,154,1278,1,2024-05-10,Terrible
559,172,1874,4,2024-06-04,Good
560,149,1097,5,2024-03-22,Excellent
561,134,1894,3,2024-01-11,Average
562,137,1889,3,2024-01-18,Average
563,135,1390,2,2024-10-17,Poor
564,175,1761,2,2024-01-14,Poor
565,128,1441,1,2024-08-04,Terrible
566,196,1458,2,2024-10-05,Poor
567,142,1942,4,2024-10-15,Good
568,194,1651,5,2024-03-15,Excellent
569,165,1647,5,2024-01-17,Excellent
570,127,1494,5,2024-01-28,Excellent
571,173,1982,5,2024-04-24,Excellent
572,124,1096,2,2024-01-26,Poor
573,125,1350,3,2024-02-20,Average
574,194,1500,5,2024-06-08,Excellent
575,130,1555,4,2024-09-09,Good
576,198,1718,4,2024-05-19,Good
577,160,1795,2,2024-07-22,Poor
578,120,1311,2,2024-12-09,Poor
579,149,1686,4,2024-10-22,Good
580,192,1196,2,2024-11-08,Poor
581,196,1504,1,2024-11-14,Terrible
582,100,1391,2,2024-07-22,Poor
583,160,1696,3,2024-07-27,Average
584,176,1362,5,2024-04-09,Excellent
585,175,1067,3,2024-01-04,Average
586,112,1396,1,2024-05-12,Terrible
587,113,1859,1,2024-07-08,Terrible
588,157,1946,4,2024-01-24,Good
589,169,1060,3,2024-05-01,Average
590,112,1054,2,2024-01-30,Poor
591,158,1734,1,2024-09-20,Terrible
592,146,1082,3,2024-08-30,Average
593,141,1925,3,2024-09-07,Average
594,144,1975,1,2024-04-19,Terrible
595,154,1545,1,2024-07-14,Terrible
596,158,1407,1,2024-01-17,Terrible
597,166,1778,4,2024-07-17,Good
598,184,1233,3,2024-06-21,Average
599,189,1225,4,2024-08-25,Good
600,192,1008,5,2024-11-15,Excellent
601,183,1458,1,2024-01-09,Terrible
602,137,1861,4,2024-07-24,Good
603,155,1501,5,2024-04-19,Excellent
604,157,1605,3,2024-04-12,Average
605,163,1011,5,2024-04-13,Excellent
606,110,1070,4,2024-09-19,Good
607,191,1959,4,2024-06-09,Good
608,180,1191,4,2024-06-21,Good
609,156,1569,5,2024-02-25,Excellent
610,117,1159,4,2024-07-08,Good
611,145,1850,5,2024-10-28,Excellent
612,119,1258,1,2024-05-17,Terrible
613,122,1680,1,2024-04-05,Terrible
614,106,1345,2,2024-04-14,Poor
615,156,1969,4,2024-08-22,Good
616,103,1250,4,2024-06-23,Good
617,147,1100,3,2024-09-26,Average
618,198,1790,2,2024-06-15,Poor
619,119,1498,3,2024-05-03,Average
620,136,1184,2,2024-06-16,Poor
621,161,1379,5,2024-08-04,Excellent
622,200,1642,3,2024-01-04,Average
623,107,1255,3,2024-02-01,Average
624,182,1488,2,2024-07-09,Poor
625,176,1316,3,2024-11-24,Average
626,181,1655,5,2024-03-09,Excellent
627,149,1816,4,2024-08-24,Good
628,172,1990,3,2024-12-01,Average
629,117,1736,5,2024-11-17,Excellent
630,186,1627,1,2024-11-09,Terrible
631,159,1445,5,2024-04-21,Excellent
632,142,1842,4,2024-04-13,Good
633,163,1570,3,2024-11-12,Average
634,176,1911,2,2024-05-31,Poor
635,174,1391,3,2024-10-17,Average
636,173,1095,5,2024-02-24,Excellent
637,143,1327,1,2024-05-26,Terrible
638,106,1907,2,2024-09-30,Poor
639,171,1203,1,2024-02-01,Terrible
640,174,1228,4,2024-08-25,Good
641,127,1099,4,2024-10-11,Good
642,113,1469,4,2024-02-02,Good
643,188,1618,4,2024-02-07,Good
644,121,1718,2,2024-03-22,Poor
645,150,1032,1,2024-06-23,Terrible
646,143,1401,4,2024-01-14,Good
647,177,1156,5,2024-11-18,Excellent
648,186,1444,1,2024-08-10,Terrible
649,145,1504,1,2024-05-02,Terrible
650,179,1887,1,2024-01-24,Terrible
651,159,1348,4,2024-07-25,Good
652,169,1257,3,2024-06-01,Average
653,149,1638,3,2024-03-13,Average
654,103,1407,4,2024-04-24,Good
655,169,1561,2,2024-08-23,Poor
656,111,1776,2,2024-05-27,Poor
657,111,1537,4,2024-01-06,Good
658,114,1899,4,2024-01-22,Good
659,184,1232,5,2024-05-06,Excellent
660,110,1270,1,2024-10-26,Terrible
661,124,1243,2,2024-04-19,Poor
662,120,1551,1,2024-05-28,Terrible
663,132,1093,4,2024-10-17,Good
664,154,1072,2,2024-10-10,Poor
665,102,1505,5,2024-10-23,Excellent
666,152,1073,5,2024-02-23,Excellent
667,193,1561,4,2024-11-02,Good
668,106,1479,3,2024-04-10,Average
669,188,1933,2,2024-05-22,Poor
670,113,1513,3,2024-08-03,Average
671,129,1246,3,2024-09-13,Average
672,144,1421,2,2024-03-05,Poor
673,198,1645,3,2024-06-01,Average
674,153,1445,3,2024-12-08,Average
675,187,1258,3,2024-11-05,Average
676,112,1890,5,2024-09-28,Excellent
677,122,1046,1,2024-02-20,Terrible
678,102,1856,1,2024-11-11,Terrible
679,177,1113,5,2024-11-09,Excellent
680,132,1189,3,2024-09-30,Average
681,186,1003,5,2024-03-13,Excellent
682,126,1622,5,2024-03-11,Excellent
683,148,1228,1,2024-10-15,Terrible
684,125,1696,3,2024-06-23,Average
685,144,1459,5,2024-02-10,Excellent
686,154,1944,5,2024-08-20,Excellent
687,137,1825,4,2024-08-18,Good
688,127,1224,2,2024-06-02,Poor
689,139,1052,4,2024-03-03,Good
690,192,1966,3,2024-10-04,Average
691,161,1493,3,2024-09-11,Average
692,189,1459,2,2024-09-10,Poor
693,186,1936,3,2024-07-21,Average
694,179,1415,1,2024-08-08,Terrible
695,100,1584,2,2024-06-28,Poor
696,108,1481,4,2024-08-08,Good
697,121,1654,5,2024-08-08,Excellent
698,185,1763,3,2024-08-01,Average
699,174,1898,1,2024-09-07,Terrible
700,185,1423,2,2024-06-22,Poor
701,155,1420,3,2024-09-14,Average
702,143,1130,3,2024-06-06,Average
703,116,1832,3,2024-09-06,Average
704,180,1984,1,2024-09-03,Terrible
705,117,1890,3,2024-11-04,Average
706,198,1283,5,2024-01-10,Excellent
707,110,1924,2,2024-11-23,Poor
708,108,1201,3,2024-07-24,Average
709,151,1527,5,2024-02-05,Excellent
710,163,1402,1,2024-10-02,Terrible
711,145,1472,4,2024-03-29,Good
712,128,1732,4,2024-10-26,Good
713,191,1230,1,2024-01-26,Terrible
714,127,1650,1,2024-03-11,Terrible
715,152,1261,3,2024-09-03,Average
716,123,1518,4,2024-09-11,Good
717,172,1551,4,2024-07-08,Good
718,179,1616,1,2024-02-02,Terrible
719,106,1020,3,2024-09-13,Average
720,159,1495,3,2024-10-31,Average
721,174,1802,2,2024-01-28,Poor
722,137,1242,4,2024-08-31,Good
723,186,1159,2,2024-07-15,Poor
724,157,1772,5,2024-01-14,Excellent
725,187,1833,4,2024-04-12,Good
726,136,1882,4,2024-06-27,Good
727,148,1938,3,2024-11-04,Average
728,136,1115,4,2024-06-22,Good
729,181,1722,4,2024-10-16,Good
730,173,1513,2,2024-04-25,Poor
731,107,1031,5,2024-08-15,Excellent
732,193,1334,2,2024-12-07,Poor
733,156,1693,2,2024-11-24,Poor
734,176,1678,5,2024-05-18,Excellent
735,145,1450,4,2024-09-09,Good
736,165,1183,4,2024-06-26,Good
737,117,1905,2,2024-04-28,Poor
738,161,1808,4,2024-04-10,Good
739,193,1069,3,2024-08-22,Average
740,165,1324,2,2024-07-09,Poor
741,100,1454,5,2024-08-06,Excellent
742,137,1076,4,2024-01-01,Good
743,137,1981,2,2024-10-12,Poor
744,128,1589,1,2024-01-02,Terrible
745,128,1218,3,2024-03-04,Average
746,166,1918,4,2024-04-03,Good
747,140,1312,5,2024-11-21,Excellent
748,166,1740,5,2024-08-05,Excellent
749,161,1453,4,2024-05-03,Good
750,156,1222,2,2024-11-11,Poor
751,102,1909,3,2024-11-10,Average
752,135,1210,1,2024-10-02,Terrible
753,148,1830,2,2024-05-13,Poor
754,103,1677,4,2024-09-27,Good
755,130,1829,3,2024-03-24,Average
756,198,1042,4,2024-01-16,Good
757,147,1504,1,2024-05-01,Terrible
758,132,1513,3,2023-12-31,Average
759,113,1932,1,2024-11-10,Terrible
760,181,1409,2,2024-09-22,Poor
761,177,1397,3,2024-01-18,Average
762,165,1514,4,2024-09-20,Good
763,191,1473,3,2024-01-03,Average
764,127,1904,4,2024-06-11,Good
765,197,1662,2,2024-07-12,Poor
766,185,1187,1,2024-07-11,Terrible
767,156,1751,3,2024-11-07,Average
768,127,1147,3,2024-04-02,Average
769,157,1195,4,2024-08-30,Good
770,156,1806,1,2024-01-05,Terrible
771,102,1327,1,2024-11-11,Terrible
772,140,1737,4,2024-01-14,Good
773,178,1213,2,2024-09-20,Poor
774,129,1819,3,2024-04-24,Average
775,174,1823,2,2024-01-22,Poor
776,128,1522,5,2024-09-11,Excellent
777,143,1015,3,2024-03-12,Average
778,159,1012,4,2024-02-03,Good
779,135,1011,5,2024-07-04,Excellent
780,118,1114,2,2024-05-09,Poor
781,152,1168,5,2024-03-16,Excellent
782,121,1421,3,2024-12-02,Average
783,108,1150,4,2024-06-04,Good
784,155,1569,1,2024-08-12,Terrible
785,191,1770,5,2024-10-24,Excellent
786,165,1900,2,2024-01-28,Poor
787,140,1487,4,2024-11-05,Good
788,100,1116,4,2024-04-16,Good
789,108,1491,1,2024-07-07,Terrible
790,152,1730,2,2024-03-17,Poor
791,191,1852,1,2024-12-06,Terrible
792,197,1403,4,2024-03-04,Good
793,102,1699,1,2024-08-11,Terrible
794,175,1155,3,2024-02-06,Average
795,178,1565,4,2024-01-30,Good
796,152,1207,5,2024-11-21,Excellent
797,175,1835,4,2024-09-08,Good
798,197,1122,5,2024-02-06,Excellent
799,118,1008,4,2024-06-02,Good
800,115,1489,1,2024-04-06,Terrible
801,175,1611,4,2024-03-31,Good
802,170,1129,1,2024-07-17,Terrible
803,152,1056,1,2024-01-02,Terrible
804,184,1682,2,2024-04-03,Poor
805,166,1417,4,2024-06-19,Good
806,144,1311,5,2024-06-08,Excellent
807,134,1557,4,2024-10-30,Good
808,170,1882,3,2024-07-14,Average
809,124,1166,2,2024-06-17,Poor
810,190,1388,2,2024-11-25,Poor
811,182,1138,1,2024-10-05,Terrible
812,132,1567,5,2024-06-12,Excellent
813,115,1854,2,2024-04-13,Poor
814,145,1026,1,2024-12-04,Terrible
815,109,1596,4,2024-11-04,Good
816,129,1482,4,2024-08-12,Good
817,152,1865,2,2024-07-04,Poor
818,143,1976,5,2024-04-26,Excellent
819,195,1499,1,2024-08-14,Terrible
820,155,1121,4,2024-11-14,Good
821,163,1938,1,2024-01-08,Terrible
822,103,1126,1,2024-01-17,Terrible
823,143,1790,4,2024-05-19,Good
824,183,1526,2,2024-11-30,Poor
825,106,1483,4,2024-05-10,Good
826,185,1421,4,2024-08-17,Good
827,130,1273,4,2024-03-07,Good
828,149,1955,4,2024-07-25,Good
829,110,1134,5,2024-02-26,Excellent
830,110,1271,4,2024-04-27,Good
831,139,1570,1,2024-04-18,Terrible
832,198,1472,2,2024-09-19,Poor
833,163,1334,5,2024-02-26,Excellent
834,134,1272,3,2024-06-28,Average
835,121,1998,5,2024-05-27,Excellent
836,192,1058,2,2024-09-24,Poor
837,101,1774,2,2024-10-08,Poor
838,175,1006,4,2024-05-04,Good
839,155,1472,4,2024-04-10,Good
840,127,1851,2,2024-05-05,Poor
841,182,1740,1,2024-03-20,Terrible
842,154,1503,1,2024-05-03,Terrible
843,179,1580,1,2024-04-21,Terrible
844,113,1492,4,2024-03-12,Good
845,160,1473,3,2024-06-08,Average
846,139,1572,2,2023-12-30,Poor
847,175,1214,2,2024-01-07,Poor
848,175,1359,3,2024-07-21,Average
849,163,1054,1,2024-06-17,Terrible
850,156,1177,1,2024-03-26,Terrible
851,162,1206,3,2024-01-17,Average
852,125,1236,5,2024-05-30,Excellent
853,163,1926,2,2024-08-26,Poor
854,195,1335,4,2024-10-01,Good
855,120,1998,3,2024-01-20,Average
856,173,1323,1,2024-06-22,Terrible
857,105,1175,3,2024-09-11,Average
858,110,1980,5,2024-06-18,Excellent
859,112,1938,4,2024-07-31,Good
860,181,1630,3,2024-11-01,Average
861,119,1297,1,2024-10-28,Terrible
862,129,1687,4,2024-01-15,Good
863,147,1748,4,2024-05-28,Good
864,169,1662,4,2024-03-20,Good
865,117,1626,4,2024-05-08,Good
866,159,1940,5,2024-03-02,Excellent
867,193,1735,1,2024-10-26,Terrible
868,123,1320,1,2024-01-26,Terrible
869,199,1299,4,2024-06-14,Good
870,138,1521,3,2024-08-03,Average
871,157,1731,2,2024-09-20,Poor
872,156,1334,3,2024-10-13,Average
873,101,1573,3,2024-10-06,Average
874,140,1078,1,2024-03-03,Terrible
875,132,1562,3,2024-08-14,Average
876,105,1686,4,2024-07-07,Good
877,179,1178,4,2024-02-11,Good
878,117,1785,4,2024-10-21,Good
879,125,1436,3,2024-05-18,Average
880,190,1282,1,2024-02-07,Terrible
881,142,1988,4,2024-12-05,Good
882,167,1137,4,2024-07-10,Good
883,127,1801,4,2024-07-01,Good
884,133,1093,5,2024-08-15,Excellent
885,181,1929,5,2024-03-26,Excellent
886,140,1626,5,2024-04-11,Excellent
887,182,1140,4,2024-11-25,Good
888,157,1490,1,2024-02-21,Terrible
889,191,1749,4,2024-04-20,Good
890,200,1088,4,2024-11-03,Good
891,161,1072,4,2024-06-10,Good
892,161,1858,1,2024-01-02,Terrible
893,163,1359,3,2024-05-02,Average
894,132,1346,5,2024-04-07,Excellent
895,165,1879,1,2024-03-04,Terrible
896,119,1618,4,2024-05-01,Good
897,132,1992,3,2024-06-23,Average
898,106,1911,5,2024-03-30,Excellent
899,167,1294,3,2024-05-01,Average
900,171,1562,1,2024-12-06,Terrible
901,198,1938,3,2024-04-24,Average
902,109,1535,4,2024-11-30,Good
903,188,1116,2,2024-08-16,Poor
904,139,1917,3,2024-03-30,Average
905,140,1991,4,2024-06-23,Good
906,120,1839,5,2024-03-12,Excellent
907,153,1445,1,2024-09-05,Terrible
908,139,1943,5,2024-07-15,Excellent
909,198,1483,3,2024-03-04,Average
910,144,1577,3,2024-08-02,Average
911,126,1940,3,2024-03-25,Average
912,160,1709,4,2024-01-29,Good
913,123,1525,1,2024-04-02,Terrible
914,151,1177,4,2024-07-21,Good
915,103,1828,2,2024-05-07,Poor
916,105,1721,5,2024-05-17,Excellent
917,130,1701,4,2024-09-24,Good
918,117,1251,4,2024-01-08,Good
919,179,1446,5,2024-10-04,Excellent
920,136,1459,5,2024-08-24,Excellent
921,189,1022,3,2024-11-13,Average
922,177,1387,2,2024-06-09,Poor
923,166,1787,2,2024-11-10,Poor
924,130,1879,2,2024-01-03,Poor
925,145,1241,1,2024-04-03,Terrible
926,122,1802,5,2024-10-09,Excellent
927,124,1773,3,2024-09-02,Average
928,168,1733,5,2024-01-06,Excellent
929,189,1503,4,2024-06-26,Good
930,171,1530,4,2024-06-06,Good
931,132,1624,3,2024-01-17,Average
932,123,1132,1,2024-06-16,Terrible
933,182,1774,2,2024-02-05,Poor
934,118,1087,3,2024-06-12,Average
935,184,1227,3,2024-11-10,Average
936,124,1633,1,2024-06-26,Terrible
937,165,1043,3,2024-03-29,Average
938,125,1406,2,2024-10-07,Poor
939,194,1932,4,2024-11-16,Good
940,149,1167,3,2024-08-22,Average
941,123,1436,5,2024-11-12,Excellent
942,200,1736,3,2024-01-07,Average
943,134,1589,2,2024-05-02,Poor
944,173,1365,2,2024-06-06,Poor
945,174,1315,5,2024-03-12,Excellent
946,172,1173,3,2024-05-04,Average
947,105,1787,1,2024-04-21,Terrible
948,110,1465,4,2024-05-07,Good
949,143,1115,1,2024-05-30,Terrible
950,146,1351,3,2024-10-16,Average
951,172,1047,2,2024-04-16,Poor
952,177,1266,3,2024-10-28,Average
953,160,1667,4,2024-05-27,Good
954,115,1253,5,2024-02-25,Excellent
955,167,1816,3,2024-06-15,Average
956,162,1799,5,2024-04-30,Excellent
957,143,2000,5,2024-05-07,Excellent
958,157,1644,2,2024-12-06,Poor
959,175,1187,2,2024-11-24,Poor
960,141,1013,3,2024-04-29,Average
961,184,1042,4,2024-07-14,Good
962,146,1971,4,2024-01-30,Good
963,131,1920,2,2024-01-20,Poor
964,148,1978,3,2024-04-18,Average
965,116,1726,1,2024-02-27,Terrible
966,140,1657,4,2024-01-19,Good
967,152,1179,2,2024-12-01,Poor
968,192,1531,4,2024-02-24,Good
969,120,1265,5,2024-02-28,Excellent
970,122,1208,5,2024-11-11,Excellent
971,153,1565,2,2024-01-13,Poor
972,199,1172,3,2024-10-21,Average
973,108,1484,2,2024-01-11,Poor
974,136,1734,2,2024-05-09,Poor
975,117,1073,2,2024-08-10,Poor
976,103,1954,3,2024-07-04,Average
977,111,1326,1,2024-12-09,Terrible
978,131,1080,4,2024-02-01,Good
979,105,1093,1,2024-08-19,Terrible
980,191,1348,5,2024-05-20,Excellent
981,105,1988,2,2024-11-16,Poor
982,101,1050,3,2024-07-10,Average
983,172,1284,2,2024-04-08,Poor
984,184,1069,3,2024-05-03,Average
985,109,1038,1,2024-11-30,Terrible
986,145,1093,4,2024-05-29,Good
987,175,1924,5,2024-04-30,Excellent
988,130,1170,2,2024-12-06,Poor
989,161,1522,5,2024-06-11,Excellent
990,139,1012,1,2024-02-28,Terrible
991,180,1014,4,2024-06-19,Good
992,156,1668,2,2024-11-24,Poor
993,181,1469,5,2024-04-13,Excellent
994,178,1932,3,2024-07-05,Average
995,194,1074,4,2024-08-23,Good
996,104,1561,4,2024-11-27,Good
997,168,1453,3,2024-05-14,Average
998,158,1712,4,2024-06-23,Good
999,151,1919,2,2024-02-28,Poor
1000,153,1876,1,2024-03-09,Terrible
